essential,class,complex,phenotype,chromosome,CELL GROWTH CELL DIVISION AND DNA SYNTHESIS,CELL RESCUE DEFENSE CELL DEATH AND AGEING,CELLULAR BIOGENESIS,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,CELLULAR ORGANIZATION,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,ENERGY,IONIC HOMEOSTASIS,METABOLISM,PROTEIN DESTINATION,PROTEIN SYNTHESIS,TRANSCRIPTION,TRANSPORT FACILITATION,localization,aantal_correlaties,genetic,physical,genetic-physical,gem_correlatie
G234469,?,Protein Kinases,?,Cell morphology and organelle mutants,7,True,False,False,False,True,False,False,False,False,False,False,False,False,nucleus,1,1,0,0,0.060036564
G234205,Non-Essential,Transcription factors,?,Mating and sporulation defects,4,False,False,False,False,True,False,False,False,True,False,False,True,False,nucleus,1,0,0,1,0.157591681
G235313,Essential,?,?,?,5,False,False,False,False,True,False,False,False,False,False,False,False,False,cytoskeleton,0,0,0,0,None
G240468,Non-Essential,?,?,"Auxotrophies carbon and",7,False,False,False,False,True,False,False,False,True,False,False,False,False,cytoplasm,0,0,0,0,None
G235012,Essential,ATPases,Transcription complexes/Transcriptosome,Mating and sporulation defects,16,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,2,2,0,0,0.298559718
G234523,Essential,Polymerases,Transcription complexes/Transcriptosome,?,8,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,0,0,0,0,None
G238415,Non-Essential,?,?,?,4,False,False,False,False,True,True,False,False,False,False,False,True,False,nucleus,8,0,8,0,0.68416972575
G234744,?,Transcription factors,?,?,12,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,1,0,1,0,0.345456419
G235182,Non-Essential,?,Transcription complexes/Transcriptosome,Cell morphology and organelle mutants,3,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,3,0,3,0,0.5003938766666666
G235095,Non-Essential,?,Respiration chain complexes,Unknown,?,False,False,False,False,True,False,True,False,False,False,False,False,False,mitochondria,1,0,1,0,None
G235468,Essential,?,RNA processing complexes,?,8,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,4,1,3,0,0.41981388775
G238049,Non-Essential,?,?,"Auxotrophies carbon and",12,False,False,False,False,True,False,False,False,False,False,False,True,False,mitochondria,0,0,0,0,None
G236022,Non-Essential,?,?,?,15,False,False,False,False,False,False,False,False,False,True,False,False,False,nucleus,2,0,2,0,0.259940095
G239178,Essential,?,?,Conditional phenotypes,4,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,2,2,0,0,0.1221723365
G234084,Non-Essential,Protein Kinases,?,?,2,True,False,False,True,True,False,False,False,False,False,False,False,False,cytoplasm,2,1,1,0,0.6790263945
G234381,Essential,GTP-binding proteins,?,Carbohydrate and lipid biosynthesis defects,6,True,False,False,False,True,True,False,False,False,False,False,False,False,plasma membrane,7,5,2,0,0.40853656871428573
G235717,Non-Essential,?,Transcription complexes/Transcriptosome,Cell cycle defects,13,True,False,False,False,True,False,False,False,False,False,False,False,False,nucleus,3,0,2,1,0.35720482266666664
G234788,Non-Essential,Transcription factors,?,?,13,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,1,0,1,0,0.50036503
G236116,Non-Essential,?,?,Stress response defects,10,True,True,False,False,True,False,False,False,False,False,False,False,False,cell wall,0,0,0,0,None
G236063,?,?,?,?,4,True,False,False,False,True,False,False,False,False,False,False,False,False,cytoplasm,2,0,2,0,0.4417827395
G238928,Non-Essential,?,?,?,13,False,False,False,False,True,False,True,False,True,False,False,False,False,mitochondria,1,0,1,0,0.158555549
G234725,Non-Essential,Transcription factors,?,?,12,True,False,False,False,True,False,False,False,True,False,False,True,False,nucleus,0,0,0,0,None
G237945,Non-Essential,?,?,?,16,False,False,False,False,True,False,False,False,True,False,False,False,False,cytoplasm,0,0,0,0,None
G235631,Essential,?,RNA processing complexes,Conditional phenotypes,12,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,1,0,0,1,0.966896091
G235506,Essential,?,?,?,9,False,False,False,False,True,False,False,False,False,False,False,False,False,cytoskeleton,2,0,2,0,0.8258322085
G237624,Essential,?,?,?,7,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,3,0,3,0,0.6614496516666667
G235863,Non-Essential,?,RNA processing complexes,"Auxotrophies carbon and",15,False,False,False,False,True,False,False,False,False,False,False,True,False,mitochondria,1,1,0,0,0.4359295
G238704,Essential,?,?,?,14,False,False,False,False,False,False,False,False,False,False,False,True,False,nucleus,5,0,5,0,0.5261426482
G235264,Non-Essential,?,Synaptonemal complex (SC),Mating and sporulation defects,4,True,False,False,False,True,False,False,False,False,False,False,False,False,nucleus,0,0,0,0,None
G234906,Essential,Polymerases,Transcription complexes/Transcriptosome,?,15,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,1,0,1,0,0.574722715
G235518,Non-Essential,?,Intracellular transport complexes,Cell morphology and organelle mutants,10,False,False,False,False,True,False,False,False,False,True,False,False,False,vacuole,1,0,1,0,0.437439365
G235398,Non-Essential,?,Glucan synthases,?,7,True,False,False,False,True,False,False,False,True,False,False,False,False,plasma membrane,1,1,0,0,0.080963139
G238942,Essential,?,?,"Auxotrophies carbon and",13,False,False,False,False,True,False,False,False,False,False,False,True,False,mitochondria,0,0,0,0,None
G234635,Non-Essential,Transcription factors,?,?,11,True,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,1,1,0,0,0.771810983
G237778,?,?,?,?,7,False,False,False,False,True,False,False,False,False,False,True,False,False,cytoplasm,1,0,0,1,0.57150429
G236280,Non-Essential,?,?,"Auxotrophies carbon and",2,False,True,False,False,True,False,False,False,False,True,False,False,False,mitochondria,3,0,3,0,0.2711058116666667
G235620,Essential,?,RNA processing complexes,?,12,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,2,0,2,0,0.085379444
G235105,Essential,?,Replication complexes,Mating and sporulation defects,1,True,False,False,False,True,False,False,False,False,False,False,False,False,nucleus,3,0,2,1,0.8041512676666667
G234594,Non-Essential,Protein Kinases,cAMP-dependent protein kinase,?,10,False,False,False,True,True,False,False,False,False,False,False,True,False,cytoplasm,1,1,0,0,0.717091933
G234983,Essential,Motorproteins,Cytoskeleton,Conditional phenotypes,15,True,False,True,False,True,True,False,False,False,False,False,False,False,cytoskeleton,9,8,0,1,0.4294482586666667
G235363,Non-Essential,?,Translation complexes,?,7,False,False,False,False,True,False,False,False,False,False,True,False,False,cytoplasm,3,0,3,0,0.41704083200000003
G234954,Non-Essential,ATPases,?,Sensitivity to aminoacid analogs and other drugs,15,False,True,False,False,True,False,False,True,True,False,False,False,True,plasma membrane,1,1,0,0,0.913865546
G239392,Non-Essential,?,?,Stress response defects,4,True,True,False,False,True,False,False,False,False,False,False,False,False,cytoplasm,1,1,0,0,0.555051997
G240410,Non-Essential,?,?,Mating and sporulation defects,11,True,False,False,False,True,False,False,False,False,False,False,False,False,cytoplasm,5,0,5,0,0.2560208018
G235303,Non-Essential,?,Respiration chain complexes,"Auxotrophies carbon and",5,False,False,False,False,True,False,True,False,False,False,False,False,False,mitochondria,1,0,0,1,0.654413886
G235607,Essential,?,Intracellular transport complexes,Cell morphology and organelle mutants,12,False,False,False,False,True,True,False,False,False,False,False,False,False,golgi,7,2,4,1,0.39062281528571424
G235726,Essential,?,Mitochondrial translocase complex,?,13,False,False,False,False,True,True,False,False,False,True,False,False,True,mitochondria,1,0,1,0,0.461798578
G236121,Non-Essential,?,?,?,15,False,False,False,False,True,False,False,False,False,True,False,False,False,ER,1,0,1,0,0.368532626
G236406,Essential,?,?,Cell morphology and organelle mutants,4,False,False,False,False,True,True,False,False,False,False,False,False,False,golgi,3,2,1,0,0.21326467933333335
G235165,Essential,?,Intracellular transport complexes,?,2,False,False,False,False,True,True,False,False,False,False,False,False,False,golgi,9,0,8,1,0.4560109889999999
G234452,Non-Essential,Major facilitator superfamily proteins (MFS),?,Sensitivity to aminoacid analogs and other drugs,7,False,False,False,False,True,True,False,False,True,False,False,False,True,plasma membrane,0,0,0,0,None
G236702,Essential,?,?,Cell morphology and organelle mutants,7,False,False,False,False,True,True,False,False,False,False,False,False,False,ER,2,0,2,0,0.5994785065
G238295,Essential,?,?,Conditional phenotypes,10,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,0,0,0,0,None
G234234,Essential,GTPase activating proteins (GAPs),?,Mating and sporulation defects,4,False,False,False,False,True,True,False,False,False,False,False,True,False,cytoplasm,1,0,1,0,0.36216862
G235639,Essential,?,RNA processing complexes,?,12,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,5,0,5,0,0.5370577282
G238946,Non-Essential,?,?,Mating and sporulation defects,2,True,False,False,False,True,False,False,False,False,False,False,False,False,cytoplasm,1,0,1,0,None
G234201,Essential,ATPases,Proteasome,?,4,False,False,False,False,True,False,False,False,False,True,False,False,False,nucleus,1,0,1,0,0.381871879
G235261,?,?,Intracellular transport complexes,?,4,False,False,False,False,True,True,False,False,False,False,False,False,False,golgi,8,0,7,1,None
G235225,Non-Essential,?,Transcription complexes/Transcriptosome,?,4,True,True,False,False,True,False,False,False,False,False,False,False,False,nucleus,1,1,0,0,0.352199489
G240030,Non-Essential,?,?,?,4,True,False,False,True,True,False,False,False,False,False,False,False,False,plasma membrane,0,0,0,0,None
G235871,Non-Essential,?,Histone acetyltransferase complexes,?,16,False,False,False,False,True,False,False,False,False,True,False,False,False,cytoplasm,1,0,1,0,0.465200442
G234867,Essential,Polymerases,Transcription complexes/Transcriptosome,Conditional phenotypes,14,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,2,0,1,1,0.812586405
G236933,Non-Essential,?,?,?,5,False,False,False,False,True,False,False,False,False,False,False,False,False,nucleus,0,0,0,0,None
G235502,?,?,Translation complexes,?,9,False,False,False,False,True,False,False,False,False,False,True,False,False,cytoplasm,1,0,1,0,0.9227826
G234613,Non-Essential,Polymerases,Transcription complexes/Transcriptosome,?,10,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,1,0,0,1,0.52708281
G234606,Non-Essential,GTP/GDP-exchange factors (GEFs),?,Conditional phenotypes,10,False,False,False,False,True,True,False,False,False,False,False,False,False,golgi,1,1,0,0,0.920671097
G236733,Non-Essential,?,?,"Auxotrophies carbon and",12,False,False,False,False,True,False,False,False,True,False,False,False,False,mitochondria,0,0,0,0,None
G235781,Non-Essential,?,Cytoskeleton,Cell morphology and organelle mutants,14,True,False,False,False,True,True,False,False,True,True,False,False,False,cytoskeleton,5,4,1,0,0.31864701819999997
G235750,Essential,?,Proteasome,?,13,False,False,False,False,True,False,False,False,False,True,False,False,False,nucleus,1,0,1,0,0.477779109
G235885,Non-Essential,?,Arginase,?,16,False,False,False,False,True,False,False,False,True,False,False,False,False,cytoplasm,2,0,2,0,0.083764133
G235386,Essential,?,Replication complexes,?,7,True,False,False,False,True,False,False,False,False,False,False,False,False,nucleus,3,0,3,0,0.46230975
G235128,Essential,?,RNA processing complexes,Conditional phenotypes,2,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,1,1,0,0,0.087799558
G235906,Non-Essential,?,Intracellular transport complexes,?,16,False,False,True,False,True,True,False,False,False,True,False,False,False,transport vesicles,0,0,0,0,None
G234430,Non-Essential,Transcription factors,?,?,7,False,False,False,False,True,False,False,True,False,False,False,True,False,nucleus,2,0,2,0,0.354878023
G234831,Non-Essential,Major facilitator superfamily proteins (MFS),?,Stress response defects,13,False,True,False,False,True,True,False,True,False,False,False,False,True,plasma membrane,1,0,1,0,0.796925792
G235326,?,?,Translation complexes,?,5,False,False,False,False,True,False,False,False,False,False,True,False,False,cytoplasm,0,0,0,0,None
G235763,Essential,?,Replication complexes,Nucleic acid metabolism defects,14,True,False,False,False,True,False,False,False,False,False,False,False,False,nucleus,6,1,5,0,0.393467789
G234229,?,Major facilitator superfamily proteins (MFS),?,?,4,False,False,False,False,True,True,False,False,True,False,False,False,True,plasma membrane,0,0,0,0,None
G234868,Non-Essential,Protein Kinases,Casein kinase,Conditional phenotypes,14,True,True,False,False,True,True,False,False,False,False,False,False,False,plasma membrane,5,2,3,0,0.5661916546
G234347,Non-Essential,ATPases,?,?,5,False,False,False,False,True,False,False,False,False,True,False,False,False,nucleus,0,0,0,0,None
G234909,Non-Essential,Major facilitator superfamily proteins (MFS),?,Sensitivity to aminoacid analogs and other drugs,15,False,False,False,False,True,True,False,False,True,False,False,False,True,plasma membrane,0,0,0,0,None
G240490,Non-Essential,?,?,Cell cycle defects,4,True,False,False,False,True,False,False,False,False,False,False,False,False,nucleus,0,0,0,0,None
G236509,Essential,?,?,?,7,False,False,False,False,False,False,False,False,False,False,False,True,False,nucleus,3,3,0,0,0.7066818293333333
G234495,Essential,GTP-binding proteins,?,Mating and sporulation defects,8,True,False,False,True,True,False,False,False,False,False,False,False,False,plasma membrane,1,0,1,0,0.496259419
G235723,Essential,?,Intracellular transport complexes,Cell morphology and organelle mutants,13,False,False,False,False,True,True,False,False,False,True,False,False,False,transport vesicles,4,0,4,0,0.48302166225
G234517,Non-Essential,Major facilitator superfamily proteins (MFS),?,?,8,False,False,False,False,True,True,False,False,True,False,False,False,True,plasma membrane,1,1,0,0,0.110120181
G234812,Non-Essential,Protein Kinases,?,Mating and sporulation defects,13,True,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,1,0,1,0,0.145825626
G235756,Essential,?,Translation complexes,Conditional phenotypes,14,False,False,False,False,True,False,False,False,False,False,True,True,False,cytoplasm,1,0,1,0,0.938279092
G238235,Non-Essential,?,?,"Auxotrophies carbon and",2,False,False,False,False,True,False,False,True,False,True,False,False,False,mitochondria,2,2,0,0,0.8005215725
G235703,Non-Essential,?,?,Mating and sporulation defects,13,True,False,False,False,True,False,False,False,False,False,False,False,False,ER,0,0,0,0,None
G235216,Non-Essential,?,Cytoskeleton,?,4,False,False,False,False,True,False,False,False,False,False,False,False,False,cytoskeleton,1,0,1,0,0.401181429
G238643,Essential,?,?,Cell cycle defects,4,True,False,False,False,False,False,False,False,False,True,False,False,False,nucleus,0,0,0,0,None
G235544,Non-Essential,?,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,10,False,True,False,False,True,False,False,False,False,False,False,False,False,nucleus,2,0,2,0,0.7527154465
G236210,Non-Essential,?,?,?,2,False,False,False,False,True,False,False,False,False,False,False,False,False,golgi,1,1,0,0,0.286515427
G235630,Essential,?,Translation complexes,?,12,False,False,False,False,True,False,False,False,False,False,True,False,False,cytoplasm,1,0,1,0,0.77404057
G235478,Non-Essential,?,Cytoskeleton,?,8,False,False,False,False,False,False,True,False,False,False,False,False,False,cytoskeleton,0,0,0,0,None
G234089,Non-Essential,Major facilitator superfamily proteins (MFS),?,Nucleic acid metabolism defects,2,False,False,False,False,True,False,False,False,True,False,False,False,False,plasma membrane,1,1,0,0,0.728804229
G236336,Non-Essential,?,?,"Auxotrophies carbon and",12,False,False,False,False,True,False,True,True,False,True,False,False,False,mitochondria,2,2,0,0,0.8513966555000001
G236991,Non-Essential,?,?,Cell morphology and organelle mutants,2,True,False,True,False,True,False,False,False,True,False,False,False,False,plasma membrane,1,0,1,0,None
G234486,Non-Essential,Transcription factors,?,?,8,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,1,0,1,0,0.477888264
G236913,Non-Essential,?,?,Cell morphology and organelle mutants,5,False,False,True,False,True,False,False,False,False,True,False,False,False,vacuole,0,0,0,0,None
G234286,Non-Essential,ATPases,Respiration chain complexes,"Auxotrophies carbon and",4,False,False,False,False,True,True,True,True,False,False,False,False,True,mitochondria,1,0,1,0,0.829890457
G234085,Non-Essential,Transcription factors,Transcription complexes/Transcriptosome,?,2,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,3,0,3,0,0.12702519866666667
G238933,Essential,?,?,?,13,False,False,False,False,True,False,False,False,False,False,False,False,False,nucleus,0,0,0,0,None
G234169,Non-Essential,ATPases,?,?,3,False,False,False,False,True,False,False,False,False,False,False,False,True,plasma membrane,1,0,1,0,0.661897802
G235450,Non-Essential,?,RNA processing complexes,?,8,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,1,0,1,0,0.087018614
G236161,Essential,?,?,Conditional phenotypes,12,False,False,False,False,True,False,False,False,True,True,False,False,False,cytoplasm,0,0,0,0,None
G235701,Essential,?,RNA processing complexes,?,13,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,7,1,4,2,0.46552311671428576
G238954,Non-Essential,?,?,?,13,False,False,False,False,False,False,False,False,False,True,False,False,False,integral membrane,3,0,3,0,0.09287147633333333
G234665,Non-Essential,ATPases,?,?,11,False,False,False,False,True,True,False,False,True,False,False,False,True,peroxisome,1,0,1,0,0.509979766
G236363,Non-Essential,?,?,?,11,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,0,0,0,0,None
G235181,Essential,?,RSC complex (Remodel the structure of chromatin),?,3,True,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,2,0,2,0,0.7197922415
G237896,Non-Essential,?,?,?,10,False,False,False,False,True,False,True,False,True,False,False,False,False,cytoplasm,0,0,0,0,None
G237261,Non-Essential,?,?,?,4,True,False,False,False,True,False,False,False,False,False,False,False,False,nucleus,2,0,2,0,0.7640045710000001
G236817,Non-Essential,?,?,?,7,False,False,False,False,True,False,False,False,False,False,False,False,False,nucleus,1,0,0,1,0.043578591
G234850,?,Histones,Nucleosomal protein complex,Nucleic acid metabolism defects,14,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,3,1,2,0,0.42042871166666673
G235395,Non-Essential,?,RNA processing complexes,?,7,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,1,1,0,0,0.748156142
G235862,Non-Essential,?,Intracellular transport complexes,?,15,False,False,False,False,True,True,False,False,False,True,False,False,False,transport vesicles,2,1,1,0,0.152054117
G234980,Non-Essential,ATPases,Transcription complexes/Transcriptosome,?,15,True,False,False,False,True,False,False,False,True,False,False,True,False,nucleus,7,5,2,0,0.39282048714285717
G236356,Non-Essential,?,?,?,16,False,True,False,False,True,False,False,False,False,False,False,False,False,nucleus,1,1,0,0,0.859360381
G239952,Non-Essential,?,?,Cell morphology and organelle mutants,3,False,False,False,False,True,True,False,False,False,False,False,False,False,ER,1,1,0,0,0.164728481
G235242,Non-Essential,?,Cytoskeleton,Cell morphology and organelle mutants,4,True,False,False,False,True,True,False,False,False,False,False,False,False,cytoskeleton,5,5,0,0,0.2965222116
G235185,Essential,?,Transcription complexes/Transcriptosome,Cell cycle defects,3,True,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,1,0,1,0,0.39099143
G238527,Non-Essential,?,?,?,10,False,False,False,False,True,False,False,False,True,True,False,False,False,ER,0,0,0,0,None
G239536,Non-Essential,?,?,?,2,False,False,False,False,True,False,True,False,True,False,False,False,False,cytoplasm,1,1,0,0,0.743642508
G237243,Non-Essential,?,?,?,5,False,True,False,True,True,False,False,False,False,False,False,False,False,plasma membrane,0,0,0,0,None
G234275,Non-Essential,Transcription factors,?,?,4,False,False,False,False,True,False,False,False,True,False,False,True,False,nucleus,2,0,2,0,0.385294364
G238621,Non-Essential,?,?,?,7,False,False,False,False,True,True,False,False,False,True,False,False,False,peroxisome,5,0,5,0,0.5089707454
G239711,Non-Essential,?,?,Cell morphology and organelle mutants,14,False,False,False,False,True,False,False,False,True,False,False,False,False,plasma membrane,1,0,1,0,0.202081146
G234076,Non-Essential,Transcription factors,Transcription complexes/Transcriptosome,Carbohydrate and lipid biosynthesis defects,1,False,False,False,False,True,False,False,False,True,False,False,True,False,nucleus,1,0,1,0,0.536899911
G234638,Essential,Histones,Kinetochore protein complexes,Cell cycle defects,11,True,False,False,False,True,False,False,False,False,False,False,False,False,nucleus,0,0,0,0,None
G237495,Non-Essential,?,?,"Auxotrophies carbon and",11,False,False,False,False,True,False,False,False,True,True,False,False,False,mitochondria,0,0,0,0,None
G236152,Non-Essential,?,?,?,13,False,False,False,False,True,False,True,False,True,False,False,False,False,cytoplasm,0,0,0,0,None
G238282,Non-Essential,?,?,Carbohydrate and lipid biosynthesis defects,13,False,False,False,False,True,False,False,False,True,False,False,False,False,ER,1,1,0,0,0.741966448
G234768,Non-Essential,GTP-binding proteins,?,Cell morphology and organelle mutants,13,False,False,False,False,True,True,False,False,False,False,False,False,False,transport vesicles,0,0,0,0,None
G239672,Non-Essential,?,?,?,10,False,False,False,False,True,True,False,True,True,False,False,False,True,mitochondria,1,0,1,0,0.154090021
G235762,?,?,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,14,True,False,False,False,True,False,False,False,False,False,False,False,False,nucleus,4,0,3,1,0.5277072245
G235257,Essential,?,RNA processing complexes,?,4,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,4,0,3,1,0.39383688424999996
G237674,Essential,?,?,?,16,False,False,False,False,True,False,False,False,False,False,False,False,False,nucleus,0,0,0,0,None
G237509,Non-Essential,?,?,?,5,False,False,False,False,True,True,False,False,False,False,False,False,False,cytoplasm,5,5,0,0,0.44664163179999994
G235191,Essential,?,RNA processing complexes,?,4,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,5,1,2,2,0.4057834036
G235561,Essential,?,Prenyltransferases,?,11,False,False,False,False,True,False,False,False,True,True,False,False,False,cytoplasm,2,0,2,0,0.5822501800000001
G239777,Non-Essential,?,?,"Auxotrophies carbon and",5,False,False,True,False,True,True,False,False,False,True,False,False,False,mitochondria,0,0,0,0,None
G234212,Non-Essential,GTP/GDP dissociation inhibitors (GDIs),?,?,4,True,False,False,True,True,False,False,False,False,False,False,False,False,cytoplasm,2,0,2,0,0.3836958325
G235712,Non-Essential,?,Nuclear pore complex (NPC),?,13,False,False,False,False,True,True,False,False,False,False,False,False,False,nucleus,2,2,0,0,0.585878118
G235317,Non-Essential,?,Translation complexes,?,5,False,False,False,False,True,False,False,False,False,False,True,False,False,cytoplasm,1,0,1,0,None
G235457,Non-Essential,?,Intracellular transport complexes,?,8,False,False,True,False,True,True,False,False,False,True,False,False,False,golgi,1,0,0,1,0.277366456
G238740,Essential,?,?,?,4,False,False,False,False,True,False,False,False,False,False,False,True,False,nucleus,2,0,2,0,0.4988334555
G235173,Non-Essential,?,Cytoskeleton,?,3,False,False,False,False,True,True,True,False,True,False,False,False,False,cytoplasm,0,0,0,0,None
G234334,Non-Essential,Motorproteins,Cytoskeleton,?,5,True,False,False,False,True,True,False,False,False,False,False,False,False,nucleus,17,16,1,0,0.3849827657058823
